id,smiles
http://www.wikidata.org/entity/Q10998,CCCCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1
http://www.wikidata.org/entity/Q23501,O=c1oc2ccccc2c2ccccc12
http://www.wikidata.org/entity/Q17400683,C=C1/C=C/C(C)(C)CCC/C(C)=C\CC1
http://www.wikidata.org/entity/Q10998,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(COC3OC(C)C(OC(=O)C=Cc4ccc(O)cc4)C(O)C3O)C(O)C(O)C2O)cc(OC)c1O
http://www.wikidata.org/entity/Q10998,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1
http://www.wikidata.org/entity/Q23501,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
http://www.wikidata.org/entity/Q1295899,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
http://www.wikidata.org/entity/Q10910406,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
http://www.wikidata.org/entity/Q147707,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
http://www.wikidata.org/entity/Q15538511,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
http://www.wikidata.org/entity/Q10998,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C(=O)OC)C5=O)C(CC)=C1C=O
http://www.wikidata.org/entity/Q10998,COc1cc(-c2[o+]c3cc(O)cc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c3cc2O[C@@H]2OC(CO[C@@H]3OC(C)[C@H](OC(=O)C=Cc4ccc(O)cc4)[C@H](O)C3O)[C@@H](O)C(O)C2O)cc(O)c1O
http://www.wikidata.org/entity/Q23501,OCC=Cc1ccc(O)cc1
http://www.wikidata.org/entity/Q5769249,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
http://www.wikidata.org/entity/Q23501,CCCCCCCCCCCCCCCCO
http://www.wikidata.org/entity/Q23501,C=C1CC[C@]2(C(C)C)C[C@H]12
http://www.wikidata.org/entity/Q23501,CCCC(C)CC(C)C
http://www.wikidata.org/entity/Q23501,CCC(C)C=O
