id,smiles
http://www.wikidata.org/entity/Q105286345,C=C1C(=O)O[C@H]2CC(=C)[C@@H]3C[C@H](OC(C)=O)C(=C)[C@@H]3C[C@H]12
http://www.wikidata.org/entity/Q115971577,CC(=CCC12OC1C(O)C(CO)=CC2=O)CCCC(C)C(=O)O
http://www.wikidata.org/entity/Q105123934,CC1=C(C)C(=O)O[C@@H]([C@]2(C)O[C@H](O)[C@]34CC[C@H]5[C@@H](C[C@H]6O[C@]67[C@@H](O)C=CC(=O)[C@]57C)[C@@H]3CC[C@H]24)C1
http://www.wikidata.org/entity/Q105197290,COc1cc2c(cc1CO)C=C[C@@H]1C(C)(C)[C@H](O)CC[C@@]21C
http://www.wikidata.org/entity/Q104990599,C=CC1(C)C=C2C(=O)CC3C(C)(C(=O)OOC4CC5C(C)(C)CCCC5(C)c5cc(O)c(C(C)C)cc54)CCCC3(C)C2CC1
http://www.wikidata.org/entity/Q105256601,C#C/C=C\CCCC#C/C=C/CCCCCCC/C=C\C#C
http://www.wikidata.org/entity/Q82224046,CC(=O)CCCCCCCCCCCCCCc1ccc2c(c1)OCO2
http://www.wikidata.org/entity/Q110172542,COC(=O)c1cccc2nc3c(C(O)C(CCCC(C)C(C)O)C(=O)OC)cccc3nc12
http://www.wikidata.org/entity/Q105141497,COc1c(C)cc(O)c2c1[C@H](O)[C@]1(C(=O)C(CC=C(C)C)=CC[C@H]1O)C2=O
http://www.wikidata.org/entity/Q105349811,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1
http://www.wikidata.org/entity/Q105246135,C=C(C)[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H](OC(=O)/C=C/OC)[C@@H]2C
http://www.wikidata.org/entity/Q105140885,CO[C@]12C=C[C@](C)(O1)[C@@H](OC(=O)/C=C/c1cn(C)cn1)C[C@@H]1[C@H](/C=C\2CO[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2OC(C)=O)[C@@H](C(C)C)C=C[C@@]1(C)O
